,mkt_cap,beta,book_value,sector,eps,month_ago,year_ago,prev_date,analysis_date,trade_date,pred_date,volume
WU,9105187840,0.6917979999999999,-374200000,Financial Services,1.8020000837069103,19.68000030517578,18.15969657897949,21.06999969482422,21.13999938964844,20.899999618530273,21.0,3840400.0
APH,28645410816,1.073401,4148300000,Technology,3.903000128621133,95.6500015258789,93.38457489013672,95.27999877929688,95.88999938964844,94.76000213623048,93.31999969482422,1502800.0
ARW,6086370816,1.545923,5449003000,Technology,8.182999385933329,70.79000091552734,78.0999984741211,71.70999908447266,71.83999633789062,72.62999725341797,72.61000061035156,449700.0
CLNY,2783559680,1.282708,5461210000,Real Estate,,5.019999980926514,5.621073246002197,5.6599998474121085,5.730000019073486,5.679999828338622,5.6500000953674325,4241400.0
SYY,35952549888,0.678575,2361897000,Consumer Defensive,3.020999944503432,70.05535125732422,68.46263122558594,70.88999938964844,69.94999694824219,69.62999725341797,68.56999969482422,2269900.0
MSI,27927218176,0.802818,-1108000000,Technology,5.774999886224598,164.60000610351562,119.50888061523438,170.10000610351562,168.77000427246094,166.0,165.9600067138672,790900.0
BC,4158778368,1.848004,1537300000,Consumer Cyclical,1.7610000651525777,44.38999938964844,62.73173141479492,47.86000061035156,47.7599983215332,48.34000015258789,49.15999984741211,1483000.0
FCX,16841814016,1.8205259999999999,9709000000,Basic Materials,0.6820000164478901,11.507928848266602,15.061620712280273,11.5600004196167,11.609999656677244,11.470000267028807,11.0600004196167,14526400.0
ADM,22910748672,1.020267,18895000000,Consumer Defensive,2.9000000567237167,40.56999969482422,48.70382690429688,40.59000015258789,40.900001525878906,40.95000076293945,41.08000183105469,2430600.0
HAIN,2235037440,1.313819,1549792000,Consumer Defensive,,21.229999542236328,28.5,20.559999465942386,21.459999084472656,21.93000030517578,21.770000457763672,3257000.0
SABR,6535375360,0.835765,957500000,Technology,1.1050000392486352,22.3799991607666,24.46772766113281,23.81999969482422,23.790000915527344,23.70000076293945,23.51000022888184,665400.0
LH,16479050752,1.040467,7144400000,Healthcare,8.47699981698193,170.97000122070312,179.94000244140625,166.52999877929688,167.3000030517578,170.6199951171875,167.52000427246094,1105200.0
STI,29223608320,1.5638,22697000000,Financial Services,5.700000095230863,61.5099983215332,70.58065795898438,66.45999908447266,65.83999633789061,66.13999938964844,66.59999847412111,4778000.0
GGG,8026656256,0.905128,925958000,Industrials,1.9900000430091445,49.671653747558594,46.28914260864258,48.83000183105469,48.11999893188477,48.36000061035156,48.08000183105469,712700.0
WAL,5156786688,1.641905,2851300000,Financial Services,4.528999937640906,44.40999984741211,56.54999923706055,49.70000076293945,49.75,50.040000915527344,49.43999862670898,1303300.0
UTX,117113602048,1.343725,40754000000,Industrials,6.1379999861610095,128.97000122070312,131.25698852539062,135.6300048828125,135.72000122070312,135.30000305175778,133.60000610351562,2051400.0
EQH,11158654976,,13143000000,Financial Services,1.5199999411267628,20.280000686645508,21.11651611328125,22.71999931335449,22.71999931335449,22.78000068664551,22.479999542236328,1865200.0
WLK,8654309376,1.499384,5632000000,Basic Materials,5.976999918160393,69.12999725341797,98.88907623291016,68.95999908447266,67.30000305175781,67.66999816894531,67.56999969482422,608300.0
PKI,10574921728,1.460415,2638472000,Healthcare,2.224000157504186,94.9300765991211,85.32694244384766,95.02999877929688,95.33999633789062,87.52999877929688,86.12000274658203,657200.0
LNT,11905309696,0.26916100000000004,4682400000,Utilities,2.1979998595734487,48.58363723754883,41.48747253417969,49.43754959106445,49.79500198364258,49.66999816894531,49.540000915527344,1275700.0
BAC,285136158720,1.593277,246719000000,Financial Services,2.8099997320740755,28.209999084472656,30.94713020324707,30.770000457763672,30.520000457763672,30.88999938964844,30.68000030517578,39176700.0
LNC,13364756480,1.8651939999999998,16417000000,Financial Services,7.00499948032555,62.65584945678711,65.16698455810547,66.63999938964844,66.05000305175781,66.16999816894531,65.33999633789061,1106400.0
PSX,46629576704,1.056693,24752000000,Energy,11.58800140845896,91.75,118.1020736694336,102.31999969482422,102.80999755859376,103.61000061035156,102.55999755859376,2275200.0
PPC,6776741376,1.2086709999999998,2134601000,Consumer Defensive,0.85299997453872,24.739999771118164,17.450000762939453,27.13999938964844,27.170000076293945,27.309999465942386,27.059999465942386,793300.0
WTM,3327139840,0.43258199999999997,3122000000,Financial Services,59.20700494239093,1015.9000244140624,940.1763916015624,1067.3900146484377,1059.699951171875,1071.0,1076.0,11000.0
BOH,3441470720,0.9878450000000001,1285948000,Financial Services,5.4790001843365665,81.62000274658203,80.43836212158203,85.04000091552734,84.70999908447266,85.19000244140625,85.25,161300.0
GPN,26862614528,0.8648959999999999,3950813000,Industrials,2.9810000497963487,159.72999572753906,116.57360076904295,169.63999938964844,171.4499969482422,167.36000061035156,167.9199981689453,2510300.0
HUBB,6833780736,1.6827439999999998,1808100000,Technology,6.814000240449368,128.44000244140622,114.92108917236328,125.97000122070312,125.37000274658205,131.6199951171875,129.8800048828125,299400.0
SRCL,4160569088,1.987379,2566600000,Industrials,,47.7599983215332,61.58000183105469,46.93000030517578,45.70000076293945,46.65999984741211,45.959999084472656,964900.0
PPG,27984179200,0.9240659999999999,4904000000,Basic Materials,5.085999908097276,115.88999938964844,107.8000717163086,117.94000244140624,118.43000030517578,118.95999908447266,117.38999938964844,1165100.0
WYND,4424400896,1.6456939999999998,-589000000,Consumer Cyclical,7.341000355291369,43.2599983215332,42.49667739868164,46.959999084472656,47.2599983215332,49.06999969482422,47.06000137329102,702100.0
RIG,3284463872,2.017148,12946000000,Energy,,6.320000171661378,12.40999984741211,5.5900001525878915,5.369999885559082,5.980000019073486,6.079999923706055,23337300.0
TECH,8144924160,1.353358,1146266000,Healthcare,3.1339999944623824,206.38999938964844,177.06259155273438,214.6100006103516,215.05999755859372,210.4499969482422,210.1499938964844,165100.0
IRM,8580610560,0.7377130000000001,1759401000,Real Estate,1.2070000190069212,30.8799991607666,30.688119888305664,29.90999984741211,29.90999984741211,29.8700008392334,29.40999984741211,2467000.0
IQV,31205914624,1.2030370000000001,6523000000,Healthcare,1.2099999316384222,156.6300048828125,121.6999969482422,159.8800048828125,159.3000030517578,160.52999877929688,159.1699981689453,734100.0
NVT,4338629120,,2635100000,Technology,1.3099998660467125,24.513931274414066,27.68854331970215,24.93000030517578,24.84000015258789,25.06999969482422,24.790000915527344,940600.0
RES,1191881088,1.046426,921675000,Energy,0.3140000374079467,7.119999885559082,14.310983657836914,5.78000020980835,5.539999961853027,6.0900001525878915,6.179999828338622,2511500.0
LNG,16803985408,1.024832,-369000000,Energy,1.0030000888072996,68.22000122070311,62.88000106811523,66.5,65.27999877929689,65.22000122070311,65.15000152587889,1851300.0
ESS,20232988672,0.270922,6154907000,Real Estate,6.210000414564885,288.3699951171875,232.7250061035156,304.07000732421875,307.8299865722656,306.67999267578125,302.2200012207031,336100.0
NOV,7980825600,1.6569209999999999,13765000000,Energy,,21.43000030517578,45.33241271972656,21.71999931335449,20.68000030517578,23.020000457763672,23.81999969482422,5581400.0
WBS,4681785856,1.32982,2920180000,Financial Services,4.209999864113368,46.68000030517578,66.01870727539061,51.2599983215332,50.81000137329102,51.38999938964844,51.0,968000.0
NAVI,3407745792,2.100509,3301000000,Financial Services,1.8530000969441764,13.300000190734865,12.660564422607422,14.079999923706055,14.239999771118164,14.31999969482422,14.149999618530273,1759900.0
HAL,19384832000,1.619566,9508000000,Energy,1.5169999404280006,22.729999542236328,40.27508544921875,23.03000068664551,22.18000030517578,23.20000076293945,23.0,12261500.0
STZ,38086610944,1.130688,12174600000,Consumer Defensive,12.605999670343607,188.2100067138672,212.31544494628903,203.9199981689453,199.0,200.9499969482422,196.82000732421875,1146800.0
FLS,6630337536,1.824236,1686799000,Industrials,1.230000031625792,51.540000915527344,48.070472717285156,51.9000015258789,50.56000137329102,51.38999938964844,50.02999877929688,720000.0
SUI,12159874048,0.25232,3529353000,Real Estate,1.5179999753244358,126.5999984741211,97.0716552734375,133.16000366210938,134.11000061035156,133.44999694824222,132.80999755859378,324100.0
DXC,15037873152,1.9597810000000002,11402000000,Technology,4.474000185016237,53.79999923706055,86.16175079345703,56.63999938964844,56.43999862670898,56.709999084472656,55.77000045776367,1031200.0
MSM,3913234176,1.2524620000000002,1448443000,Industrials,5.2880002005098685,72.54918670654297,81.88612365722656,71.81999969482422,70.88999938964844,71.87000274658203,71.05000305175781,334600.0
BG,8004825600,0.904847,5410000000,Consumer Defensive,2.1099998329303773,55.099998474121094,62.92915725708008,56.93000030517578,56.58000183105469,56.36000061035156,58.43000030517578,1061800.0
CC,3167784448,2.159798,810000000,Basic Materials,4.437000144202504,24.899999618530273,45.62183380126953,19.489999771118164,19.31999969482422,19.31999969482422,19.06999969482422,2629200.0
AGR,15332827136,0.09704,15158000000,Utilities,1.8450000646977047,50.27999877929688,48.86327362060547,48.97000122070313,49.61999893188477,50.31000137329102,50.54999923706055,680200.0
ADI,44818731008,1.561384,11742258000,Technology,4.059999973203532,112.83999633789062,95.72743225097656,121.8000030517578,121.20999908447266,120.95999908447266,117.45999908447266,1694700.0
F,38302466048,0.97067,36097000000,Consumer Cyclical,0.5399999628750025,10.049999237060547,9.11738395690918,9.56999969482422,9.600000381469727,9.550000190734863,9.529999732971193,36487800.0
HOG,5659817472,1.349213,1910641000,Consumer Cyclical,2.7009997798510583,35.59000015258789,42.03125381469727,35.900001525878906,35.58000183105469,35.20000076293945,35.779998779296875,1860300.0
ARD,3977770496,1.248,-1563000000,Consumer Cyclical,,16.639999389648438,15.577141761779785,16.930000305175778,16.829999923706055,16.530000686645508,16.629999160766598,118900.0
ADBE,149136572416,1.053307,9931693000,Technology,5.35099977235347,293.2300109863281,253.8000030517578,311.2699890136719,307.2200012207031,303.6400146484375,298.8599853515625,2778400.0
CHH,4876350976,1.005782,-185477000,Consumer Cyclical,3.9159999249329087,85.86730194091797,76.56607055664062,87.88999938964844,87.63999938964844,87.26000213623047,85.80999755859375,244400.0
VSM,5679439872,1.659,269600000,Basic Materials,2.0799999423889224,51.56999969482422,37.60381317138672,51.95000076293945,51.9900016784668,52.040000915527344,51.97999954223633,270900.0
DCI,6327889408,1.671023,939700000,Industrials,2.3749999521362364,50.58000183105469,46.63154220581055,49.72999954223633,49.61999893188477,50.13000106811523,49.95000076293945,350100.0
CDK,6457549312,1.0474139999999998,-490500000,Technology,2.9430000917435515,48.459999084472656,63.40789413452149,53.72000122070313,53.09000015258789,52.43999862670898,51.86999893188477,499600.0
MIC,3587207680,1.529895,2957000000,Industrials,1.5150000999340436,40.0,41.90255737304688,41.65999984741211,41.68999862670898,41.77000045776367,41.43999862670898,389600.0
STLD,7247409152,1.8220470000000002,4064490000,Basic Materials,4.663999791299954,30.36000061035156,43.19445037841797,32.59999847412109,32.610000610351555,32.860000610351555,31.51000022888184,2681700.0
CPRT,17939548160,0.604901,1618852000,Consumer Cyclical,2.2679999687172416,73.36000061035156,60.0,79.43000030517578,78.30000305175781,77.81999969482422,77.52999877929688,1500200.0
TDG,26129944576,1.343445,-1491778000,Industrials,14.663999381625993,476.0799865722656,359.3800048828125,496.0,491.3500061035156,486.5199890136719,485.4400024414063,291400.0
TFX,16189012992,1.110036,2569878000,Healthcare,3.954999689697824,327.75,230.8763732910156,347.1600036621094,350.760009765625,347.0799865722656,339.739990234375,327700.0
XPO,6134298112,2.19448,2397000000,Industrials,2.790999801730654,55.06000137329102,105.22000122070312,67.12999725341797,66.70999908447266,67.01000213623047,67.48000335693361,990200.0
THS,3348123904,1.0921969999999999,2123200000,Consumer Defensive,,53.75,49.20000076293945,59.7400016784668,59.63999938964844,59.68000030517578,59.34000015258789,388200.0
CIM,3583826432,0.391487,3952805000,Real Estate,1.2780000467154065,18.780000686645508,16.609430313110348,19.190000534057614,19.149999618530273,19.190000534057614,19.280000686645508,1304900.0
ULTA,20233963520,1.199076,1941568000,Consumer Cyclical,11.494000193664256,344.2200012207031,236.1499938964844,353.8800048828125,346.1300048828125,348.6300048828125,349.25,815700.0
GLPI,8054006272,0.580422,2207684000,Real Estate,1.5619999711079964,38.70000076293945,32.25708770751953,37.38999938964844,37.52000045776367,37.79999923706055,37.709999084472656,1014700.0
ARE,17005231104,0.588723,7509116000,Real Estate,3.345000031326744,140.05999755859378,122.71147918701172,143.4600067138672,144.14999389648438,148.02000427246094,146.36000061035156,535700.0
VC,1706867328,2.413966,477000000,Consumer Cyclical,2.966000141969072,57.599998474121094,121.0,66.80999755859375,68.40000152587889,68.13999938964844,65.87999725341797,836200.0
G,7713264128,1.100909,1495169000,Industrials,1.4300000172884286,37.68000030517578,30.138591766357425,40.40999984741211,40.52999877929688,40.33000183105469,39.68000030517578,1242800.0
SYK,80488767488,1.0075530000000001,11943000000,Healthcare,9.345999654321282,202.5399932861328,165.1378173828125,214.4499969482422,215.32000732421875,213.6100006103516,209.77999877929688,1216000.0
CB,70182469632,0.584799,53802000000,Financial Services,8.15699924603102,147.16000366210938,134.16847229003906,152.97000122070312,153.27999877929688,153.30999755859375,152.83999633789062,1987100.0
MPW,7904786944,0.365075,4876822000,Real Estate,2.6889999933951723,17.370000839233402,13.929789543151855,17.81999969482422,17.709999084472656,17.739999771118164,17.5,3666300.0
LM,3335062016,1.237144,3659755000,Financial Services,,36.87065505981445,31.237836837768555,38.88000106811523,38.5099983215332,38.5099983215332,37.65999984741211,548300.0
TSN,29641138176,0.596697,13423000000,Consumer Defensive,5.5980000705520245,79.6500015258789,58.37762832641602,80.9800033569336,81.25,81.33000183105469,79.5,1859600.0
QRTEA,6115072000,1.324667,5453000000,Consumer Cyclical,1.2940000952995152,12.25,23.15999984741211,13.960000038146973,14.229999542236328,14.479999542236328,14.140000343322756,5653900.0
WTFC,4025680640,1.3361319999999999,3321950000,Financial Services,5.840000269639652,72.19000244140625,88.43297576904297,71.73999786376953,71.04000091552734,71.5999984741211,71.54000091552734,309900.0
FLR,4581210624,2.4864029999999997,2952313000,Industrials,1.3039999461512546,32.959999084472656,54.93399047851562,32.950000762939446,32.740001678466804,33.02000045776367,32.509998321533196,1109000.0
STL,4903972352,1.707185,4321147000,Financial Services,1.9429999740933337,20.940000534057614,21.91310691833496,21.920000076293945,21.75,21.989999771118164,21.850000381469727,1657000.0
PEP,183901290496,0.525906,13952000000,Consumer Defensive,9.032999946295096,131.69000244140622,110.17232513427734,131.22000122070312,131.52999877929688,130.47999572753906,127.80999755859376,4533400.0
PEG,29977055232,0.406721,14814000000,Utilities,3.1099999265891096,58.790000915527344,50.32173156738281,59.540000915527344,59.31000137329102,57.88999938964844,57.1500015258789,2376800.0
ANAT,3261417472,0.420754,5580418000,Financial Services,14.809999789998354,113.72000122070312,125.26322174072266,123.25,121.3000030517578,121.56999969482422,121.0199966430664,78800.0
NOW,53027893248,0.943423,1260946000,Technology,0.015,278.510009765625,188.33999633789062,289.3299865722656,285.8399963378906,281.0,277.3900146484375,3271800.0
LLY,105548742656,0.317789,2480300000,Healthcare,6.155000368835792,111.47000122070312,100.01311492919922,108.2699966430664,108.72000122070312,108.69000244140624,108.9499969482422,3192500.0
MASI,8393432064,1.227322,1005076000,Healthcare,3.4990002014521955,145.72000122070312,109.05999755859376,159.8699951171875,157.30999755859375,158.25,157.85000610351562,491800.0
ALNY,8057393152,2.3598689999999998,1546986000,Healthcare,,71.08000183105469,94.25,76.36000061035156,75.62999725341797,77.9800033569336,77.58999633789062,518000.0
GPK,4465403904,1.492357,1584600000,Consumer Cyclical,0.8719999885187625,13.710000038146973,13.933693885803224,15.15999984741211,15.1899995803833,15.199999809265135,14.859999656677244,3299700.0
COST,123198095360,1.020608,14486000000,Consumer Defensive,8.137999177630098,265.57998657226557,216.01495361328125,281.3699951171875,280.1300048828125,279.5,275.6300048828125,1257400.0
GRA,4659661824,0.816164,381100000,Basic Materials,2.7800001281729734,75.52999877929688,70.54431915283203,71.0,69.83999633789061,68.90000152587889,67.80999755859375,566200.0
REG,11180218368,0.562284,6350695000,Real Estate,1.6890001121866571,66.90000152587889,61.12488555908203,66.19999694824219,66.73999786376953,66.93000030517578,66.69999694824219,467700.0
NWS,7883748864,1.248273,9289000000,Consumer Cyclical,,13.859999656677244,15.167003631591795,13.699999809265135,13.649999618530273,13.68000030517578,13.460000038146973,390200.0
CASY,5949733376,0.818446,1408769000,Consumer Defensive,5.509999822258071,155.58999633789062,111.8232192993164,163.5500030517578,161.82000732421875,162.72000122070312,161.91000366210938,236800.0
LOW,81391943680,1.549201,3236000000,Consumer Cyclical,2.9419999815488262,98.82711029052734,98.00267791748048,103.52999877929688,103.95999908447266,103.7699966430664,101.4000015258789,3909600.0
LSXMK,12893549568,1.1956280000000001,10937000000,Consumer Cyclical,1.6130000629093943,37.52000045776367,47.06000137329102,41.040000915527344,40.459999084472656,40.93999862670898,41.86000061035156,740100.0
MDLZ,79022538752,0.772319,25828000000,Consumer Defensive,2.206999939212962,54.11999893188477,41.21980667114258,54.81000137329102,54.86000061035156,54.81000137329102,53.4900016784668,4868500.0
NBR,762627584,3.175347,2586329000,Energy,,2.6800000667572017,6.031320095062256,2.200000047683716,2.0999999046325684,2.720000028610229,2.9600000381469727,13261600.0
BKNG,83099820032,0.883274,6915000000,Consumer Cyclical,88.29199525006496,1845.1700439453125,1942.3900146484373,1966.8499755859373,1919.550048828125,1916.5899658203125,1886.6099853515625,304900.0
WLL,1462299264,2.2907580000000003,4202349000,Energy,2.816999979426405,18.200000762939453,47.4900016784668,15.979999542236328,16.020000457763672,17.200000762939453,17.68000030517578,4083100.0
WCC,2265716992,1.699874,2202365000,Industrials,4.831999758160852,50.58000183105469,59.849998474121094,50.72999954223633,50.5099983215332,50.97999954223633,50.7400016784668,266800.0
YUMC,17183942656,1.219,2986000000,Consumer Cyclical,1.6319999298775292,46.08000183105469,34.31134796142578,45.31000137329102,45.43000030517578,44.0,45.5,1975300.0
ZBRA,10321155072,1.6270209999999998,1467000000,Technology,7.871000035444847,207.6300048828125,161.94000244140625,189.6499938964844,189.4199981689453,218.1999969482422,210.88999938964844,700300.0
NLY,13994081280,0.38310700000000003,13998049000,Real Estate,,9.100000381469727,9.317298889160156,9.600000381469727,9.609999656677246,9.670000076293944,9.550000190734863,9698900.0
FMC,11068487680,1.1691610000000001,2761000000,Basic Materials,3.3399998251932996,83.08999633789062,76.82511138916016,85.56999969482422,84.06999969482422,84.80000305175781,86.41999816894531,548700.0
HCP,15333695488,0.258922,5836882000,Real Estate,2.2819999994309232,31.79999923706055,25.19816398620605,32.080001831054695,32.080001831054695,32.25,31.93000030517578,1631800.0
OC,6232693760,1.6364670000000001,4405000000,Basic Materials,4.662999970210193,56.73730087280274,59.299560546875,58.099998474121094,57.290000915527344,57.88999938964844,58.0,1011100.0
XEL,31384758272,0.231805,12329000000,Utilities,2.507000010236848,59.27999877929688,46.2527961730957,60.5099983215332,60.97999954223633,60.59000015258789,59.61000061035156,2849300.0
AIZ,6972460544,0.564508,5437700000,Financial Services,4.737000021383742,104.36000061035156,103.47457122802734,114.41999816894531,113.41999816894531,114.61000061035156,113.36000061035156,395700.0
WDAY,48025001984,0.9391,2044748000,Technology,,206.25999450683597,136.52999877929688,215.88999938964844,212.5,205.97000122070312,199.97999572753903,1538200.0
R,3161767936,2.071164,2566804000,Industrials,5.3390004260759945,56.4900016784668,74.64950561523438,59.09000015258789,59.31999969482422,53.38000106811523,53.2599983215332,501200.0
CW,5462526976,1.308382,1585580000,Industrials,6.545000349517676,122.62999725341795,130.90322875976562,128.94000244140622,127.70999908447266,127.91000366210938,126.91000366210938,150000.0
CERN,23456083968,0.849773,4717269000,Technology,1.8100000648622256,71.79000091552734,66.12480926513672,73.11000061035156,73.66999816894531,73.58999633789062,71.6500015258789,1542900.0
ZEN,10170918912,1.3324049999999998,418945000,Technology,,88.27999877929688,62.959999084472656,93.73999786376952,92.83000183105469,93.12000274658205,83.55999755859375,1979700.0
MET,47518449664,0.851712,58509000000,Financial Services,5.117000209797008,49.1500015258789,44.839637756347656,50.68999862670898,50.0,50.0099983215332,49.41999816894531,3815300.0
CHK,2679235072,2.607375,2426000000,Energy,,1.8799999952316284,4.630000114440918,1.6499999761581419,1.6399999856948853,1.7999999523162842,1.809999942779541,37244500.0
FTV,25779001344,1.20254,7011600000,Technology,7.656999891169544,80.38999938964844,79.95589447021484,78.44999694824219,76.83000183105469,76.80000305175781,76.05000305175781,3040300.0
DLR,23163152384,0.561393,8635425000,Real Estate,1.2510000350968449,117.5999984741211,117.57473754882812,111.52999877929688,111.20999908447266,114.0,114.36000061035156,982700.0
ACGL,15425274880,0.79927,9334596000,Financial Services,2.469000151888753,36.18999862670898,30.34000015258789,38.20000076293945,38.20000076293945,39.54999923706055,38.68999862670898,1574000.0
TCBI,3097572608,1.69744,2518452000,Financial Services,6.129000023488859,61.09000015258789,92.1500015258789,62.08000183105469,61.58000183105469,62.849998474121094,62.93000030517578,608300.0
XRAY,13189282816,0.725885,5107700000,Healthcare,,57.63000106811523,39.80016326904297,56.02000045776367,56.36999893188477,56.66999816894531,54.45000076293945,1325400.0
ACHC,2928913664,0.7486119999999999,2403343000,Healthcare,,34.330001831054695,38.810001373291016,33.200000762939446,33.02000045776367,32.889999389648445,31.940000534057614,631300.0
INGR,5240288256,0.9958790000000001,2522000000,Consumer Defensive,5.734999942708387,80.17500305175781,96.98155975341795,79.12999725341797,78.58000183105469,78.80999755859375,77.29000091552734,434900.0
LAMR,7950046208,0.928739,1109578000,Real Estate,3.434999853328833,80.20999908447266,69.20683288574219,79.87999725341797,79.51000213623047,80.94999694824219,80.91999816894531,293700.0
JBLU,5850409984,1.333284,4697000000,Industrials,1.4389999483322036,18.270000457763672,18.5,19.3799991607666,19.440000534057614,19.459999084472656,19.229999542236328,5494800.0
TDS,3780014592,0.6432140000000001,4611000000,Communication Services,1.3300000658177462,30.32999992370605,29.84165382385254,33.439998626708984,33.139999389648445,32.970001220703125,32.34000015258789,593600.0
ESRT,4289830400,0.759401,1948032000,Real Estate,0.3210000417505385,14.56999969482422,16.655708312988278,14.170000076293945,14.06999969482422,14.130000114440918,14.010000228881836,1284100.0
FAST,17959827456,1.613046,2503700000,Industrials,1.3300000101915712,31.98638916015625,27.95804214477539,31.6299991607666,31.31999969482422,31.61000061035156,30.79999923706055,2637900.0
ORI,6922407936,0.611146,5893900000,Financial Services,2.4729999274875296,22.34000015258789,20.833003997802734,22.84000015258789,22.85000038146973,22.90999984741211,22.809999465942386,1637300.0
GRUB,7269574656,0.846015,1461637000,Technology,0.5839999255808448,76.16999816894531,130.44000244140622,74.63999938964844,79.7300033569336,69.93000030517578,67.62999725341797,4996500.0
SNV,5972116992,1.524367,4558676000,Financial Services,3.3940000818411367,34.09000015258789,48.13621520996094,38.18999862670898,38.06999969482422,38.72000122070313,38.16999816894531,1213200.0
TJX,67230420992,0.898617,5131895000,Consumer Cyclical,2.4409999223318204,52.88000106811523,49.121986389160156,55.7599983215332,55.43999862670898,54.97999954223633,54.56000137329102,2935400.0
FTDR,4004011264,,-334000000,Industrials,1.4599999814838305,43.34000015258789,,46.75,47.31000137329102,47.11999893188477,45.63999938964844,865100.0
APY,2424700928,,1028926000,Energy,1.2100000459591462,32.779998779296875,42.34000015258789,31.86000061035156,31.32999992370605,32.639999389648445,32.529998779296875,1150600.0
ASB,3477713408,1.210517,3643078000,Financial Services,1.9800001463236776,20.809999465942386,26.334964752197266,21.540000915527344,21.3799991607666,21.649999618530273,21.670000076293945,1219600.0
THG,5123782144,0.472242,2927000000,Financial Services,10.489000245801856,126.0999984741211,117.0432586669922,130.67999267578122,129.80999755859378,129.85000610351562,129.71000671386722,218100.0
SNA,8534944768,1.332278,3288100000,Industrials,12.3170008314115,163.47999572753906,167.7661895751953,155.3300018310547,154.58999633789062,155.80999755859375,152.61000061035156,237600.0
HXL,7084011008,1.157459,1442400000,Industrials,3.4530000083774444,79.5,69.06380462646484,83.41999816894531,83.26000213623047,82.91999816894531,81.76000213623047,356300.0
MPC,37212626944,1.564522,33951000000,Energy,4.75799987444167,54.36999893188477,78.2389144897461,56.84000015258789,56.15999984741211,57.04999923706055,56.38999938964844,4604200.0
BR,15531268096,0.6978880000000001,1265600000,Industrials,4.236000166741231,128.69999694824222,127.57073974609376,134.39999389648438,133.72999572753906,131.24000549316406,127.12000274658205,576200.0
D,60217421824,0.280519,26909000000,Utilities,1.831999875018796,76.72000122070312,67.76433563232422,75.1500015258789,75.05000305175781,75.02999877929688,74.29000091552734,2818300.0
MRK,212382056448,0.325833,27539000000,Healthcare,3.16700023381054,83.83000183105469,64.22867584228516,81.43000030517578,82.48999786376953,83.2699966430664,82.98999786376953,10614200.0
UBNT,9524945920,1.758574,188100000,Technology,4.445000293643406,131.21000671386722,81.05625915527344,135.05000305175778,134.94999694824222,132.99000549316406,128.72999572753906,148800.0
S,31826503680,0.2005,26072000000,Communication Services,,6.5900001525878915,6.079999923706055,7.989999771118164,7.78000020980835,7.519999980926514,7.329999923706055,20599800.0
VIA,12709031936,1.0595729999999999,7976000000,Consumer Cyclical,4.002000207628526,34.029998779296875,34.46345901489258,35.31999969482422,35.349998474121094,36.11000061035156,34.959999084472656,40200.0
NOC,60138045440,0.877365,9214000000,Industrials,19.301000026717194,318.2799987792969,286.48681640625,352.5199890136719,355.42999267578125,352.9100036621094,345.57000732421875,698700.0
BXP,20441450496,0.9582129999999999,5636618000,Real Estate,3.1900003412087443,128.02999877929688,125.36906433105469,131.30000305175778,132.28999328613278,133.00999450683594,132.94999694824222,660300.0
PGRE,3242830848,0.865732,3988877000,Real Estate,0.04899999964569777,13.670000076293945,15.160655975341795,13.829999923706055,13.829999923706055,13.920000076293945,13.829999923706055,556600.0
KHC,38745292800,1.083968,51657000000,Consumer Defensive,,30.770000457763672,57.13827896118164,31.85000038146973,31.76000022888184,31.84000015258789,32.009998321533196,4465100.0
IPG,8964212736,0.746876,2423900000,Consumer Cyclical,1.6590001510657588,22.059999465942386,21.439340591430664,23.06999969482422,23.149999618530273,22.95000076293945,22.920000076293945,3263900.0
BURL,12095885312,0.582851,278548000,Consumer Defensive,5.996000253973016,169.41000366210938,159.2899932861328,181.0,182.25999450683597,179.33999633789062,180.75,694100.0
UNP,125054074880,1.158615,18171000000,Industrials,8.42599954903101,166.00999450683594,145.66827392578125,174.22999572753906,177.5,179.3000030517578,179.9499969482422,3386100.0
ALLE,9683122176,1.207695,660500000,Industrials,4.603000321721757,108.7699966430664,81.70905303955078,105.26000213623048,103.6999969482422,104.2699966430664,103.54000091552734,683100.0
ABBV,99316899840,0.7673439999999999,-7826000000,Healthcare,2.739000079055093,68.94862365722656,90.71070861816406,67.76000213623047,67.18000030517578,67.18000030517578,66.62000274658203,10117300.0
CDAY,7342249472,,1686800000,Technology,,49.63000106811523,33.509998321533196,52.97999954223633,52.13000106811523,51.7400016784668,53.31000137329102,761500.0
CDEV,1514841984,1.9624689999999998,3098257000,Energy,0.4720000199824826,7.309999942779541,18.43000030517578,5.690000057220459,5.480000019073486,5.940000057220459,5.949999809265138,4293900.0
PINC,2457869824,0.216342,-601714000,Technology,,39.18000030517578,38.18999862670898,39.86000061035156,39.75,39.88000106811523,38.75,262600.0
ORCL,193677721600,1.146384,21785000000,Technology,2.9699999314536702,56.5411262512207,47.74672317504883,58.5,58.06000137329102,57.4900016784668,56.29999923706055,7439300.0
ECL,57827106816,0.6614439999999999,8220700000,Basic Materials,5.050000339821576,192.1999969482422,146.288330078125,199.6199951171875,200.6199951171875,205.67999267578125,201.72999572753903,1606300.0
BDN,2598035456,0.8675149999999999,1727088000,Real Estate,0.503000011424068,14.12415599822998,15.857126235961914,14.699999809265135,14.75,14.81999969482422,14.75,1611300.0
USFD,7769718272,0.571462,3310000000,Consumer Defensive,1.8789999091675804,35.650001525878906,33.200000762939446,35.61999893188477,35.560001373291016,35.4900016784668,35.36999893188477,1325900.0
